aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-3.6	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.12	-2.03	0.44	0.02	-3.37	0.24	0.0	1593509986.4602206	0.0
-3.6	-0.12	-0.08	-0.75	-0.82	0.65	0.65	0.0	-0.03	-2.15	0.44	0.06	-3.39	0.26	0.0	1593509986.4907532	0.0
-3.6	-0.13	-0.09	-0.74	-0.81	0.66	0.65	0.0	-0.14	-2.08	0.61	0.09	-3.15	0.24	0.0	1593509986.521354	0.0
-3.61	-0.13	-0.09	-0.75	-0.81	0.66	0.65	0.0	-0.15	-1.91	0.5	-0.29	-3.13	0.27	0.0	1593509986.554057	0.0
-3.7	-0.12	-0.08	-0.75	-0.81	0.66	0.66	0.0	-0.27	-2.0	0.6	0.23	-3.27	0.17	0.0	1593509986.589581	0.0
-3.76	-0.13	-0.08	-0.75	-0.81	0.65	0.66	0.0	-0.08	-1.88	0.43	0.08	-3.31	0.23	0.0	1593509986.6216886	0.0
-3.77	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.15	-2.14	0.66	0.12	-3.3	0.55	0.0	1593509986.6507695	0.0
-3.56	-0.13	-0.09	-0.75	-0.82	0.65	0.65	0.0	0.08	-2.05	0.32	0.14	-3.19	0.35	0.0	1593509986.6821525	0.0
-3.64	-0.13	-0.09	-0.75	-0.81	0.65	0.65	0.0	-0.05	-1.98	0.38	0.05	-3.02	0.15	0.0	1593509986.713687	0.0
-3.49	-0.13	-0.09	-0.75	-0.81	0.65	0.65	0.0	0.11	-2.18	0.4	0.02	-3.05	0.32	0.0	1593509986.7432015	0.0
-3.63	-0.13	-0.08	-0.75	-0.81	0.65	0.66	0.0	-0.06	-1.86	0.38	-0.14	-3.34	0.4	0.0	1593509986.7741451	0.0
-3.54	-0.12	-0.09	-0.75	-0.81	0.65	0.65	0.0	-0.03	-1.89	0.47	0.08	-3.22	0.26	0.0	1593509986.8113608	0.0
-3.59	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.14	-2.14	0.5	0.0	-3.44	0.46	0.0	1593509986.8415625	0.0
-3.46	-0.13	-0.09	-0.75	-0.81	0.65	0.65	0.0	-0.12	-2.21	0.6	0.14	-3.21	0.35	0.0	1593509986.8738394	0.0
-3.52	-0.12	-0.08	-0.75	-0.81	0.66	0.64	0.0	0.08	-2.05	0.37	0.08	-3.25	0.47	0.0	1593509986.902573	0.0
-3.68	-0.13	-0.08	-0.75	-0.81	0.66	0.65	0.0	0.0	-2.31	0.44	0.11	-3.44	0.34	0.0	1593509986.9347684	0.0
-3.69	-0.13	-0.08	-0.75	-0.82	0.65	0.65	0.0	0.15	-2.02	0.34	0.06	-3.21	0.29	0.0	1593509986.9662418	0.0
-3.81	-0.12	-0.08	-0.75	-0.81	0.65	0.64	0.0	-0.11	-2.15	0.49	0.05	-3.25	0.4	0.0	1593509987.0014942	0.0
-3.91	-0.13	-0.08	-0.74	-0.81	0.66	0.65	0.0	-0.23	-2.12	0.64	-0.14	-3.3	0.5	0.0	1593509987.0322118	0.0
-3.82	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.17	-2.29	0.32	-0.11	-3.3	0.38	0.0	1593509987.0627408	0.0
-3.65	-0.13	-0.09	-0.75	-0.82	0.65	0.65	0.0	0.02	-2.06	0.34	-0.14	-3.18	0.34	0.0	1593509987.093419	0.0
-3.78	-0.13	-0.08	-0.75	-0.82	0.66	0.65	0.0	-0.06	-2.03	0.56	0.17	-3.25	0.32	0.0	1593509987.124122	0.0
-3.6	-0.12	-0.09	-0.74	-0.81	0.66	0.65	0.0	-0.03	-2.09	0.38	-0.05	-3.13	0.41	0.0	1593509987.1554766	0.0
-3.66	-0.13	-0.08	-0.75	-0.81	0.66	0.65	0.0	-0.06	-2.21	0.5	0.03	-3.39	0.26	0.0	1593509987.1973083	0.0
-3.73	-0.12	-0.08	-0.75	-0.82	0.65	0.65	0.0	-0.02	-2.05	0.31	-0.02	-3.36	0.44	0.0	1593509987.2273378	0.0
-3.76	-0.13	-0.08	-0.75	-0.81	0.66	0.65	0.0	-0.05	-2.14	0.47	0.02	-3.36	0.61	0.0	1593509987.2595685	0.0
-3.75	-0.12	-0.08	-0.75	-0.82	0.66	0.65	0.0	-0.09	-2.08	0.4	-0.14	-3.37	0.52	0.0	1593509987.2892764	0.0
-3.69	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	0.26	-2.08	0.66	-0.21	-3.15	0.26	0.0	1593509987.3194857	0.0
-3.78	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	0.08	-2.14	0.58	0.14	-3.22	0.47	0.0	1593509987.3504298	0.0
-3.48	-0.13	-0.09	-0.75	-0.81	0.65	0.65	0.0	-0.2	-2.06	0.49	0.11	-3.1	0.21	0.0	1593509987.3818405	0.0
-3.53	-0.13	-0.09	-0.74	-0.82	0.65	0.64	0.0	-0.09	-2.11	0.52	0.08	-3.25	0.46	0.0	1593509987.4118786	0.0
-3.48	-0.13	-0.09	-0.74	-0.81	0.65	0.65	0.0	-0.11	-2.02	0.55	0.09	-3.07	0.27	0.0	1593509987.4423206	0.0
-3.56	-0.12	-0.08	-0.75	-0.82	0.66	0.65	0.0	-0.03	-2.03	0.55	0.02	-3.36	0.41	0.0	1593509987.4748178	0.0
-3.6	-0.13	-0.08	-0.75	-0.81	0.65	0.64	0.0	-0.2	-1.89	0.81	0.17	-3.22	0.26	0.0	1593509987.5036528	0.0
-3.84	-0.13	-0.08	-0.75	-0.81	0.65	0.64	0.0	-0.08	-2.26	0.41	0.05	-3.21	0.4	0.0	1593509987.5340712	0.0
-3.95	-0.13	-0.08	-0.74	-0.81	0.66	0.64	0.0	-0.09	-2.02	0.27	0.27	-3.24	0.2	0.0	1593509987.5653622	0.0
-3.93	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	0.02	-1.85	0.44	-0.03	-3.36	0.43	0.0	1593509987.601985	0.0
-3.78	-0.12	-0.09	-0.75	-0.81	0.65	0.65	0.0	0.02	-2.08	0.43	0.17	-3.28	0.38	0.0	1593509987.6347725	0.0
