aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-2.88	-0.12	-0.08	-0.75	-0.8	0.66	0.65	0.0	-0.03	-2.38	0.37	-0.34	-3.42	1.11	0.0	1593531157.8712432	11.77
-2.98	-0.12	-0.08	-0.75	-0.81	0.66	0.66	0.0	-0.23	-2.38	0.58	0.55	-3.39	0.31	0.0	1593531157.8993962	10.83
-2.87	-0.11	-0.08	-0.75	-0.81	0.65	0.66	0.0	0.09	-2.03	0.34	-0.06	-3.34	0.58	0.0	1593531157.931575	9.28
-2.83	-0.12	-0.09	-0.75	-0.81	0.66	0.66	0.0	-0.08	-1.98	0.7	-0.24	-3.31	0.06	0.0	1593531157.961239	9.87
-2.9	-0.12	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.08	-2.23	0.31	0.08	-3.19	0.61	0.0	1593531157.9921634	11.14
-3.04	-0.12	-0.08	-0.74	-0.81	0.65	0.65	0.0	-0.09	-2.15	0.47	0.06	-3.3	0.58	0.0	1593531158.0254352	11.17
-3.1	-0.12	-0.08	-0.75	-0.81	0.65	0.66	0.0	0.09	-1.97	0.26	0.2	-3.22	0.21	0.0	1593531158.059702	11.37
-2.89	-0.12	-0.09	-0.75	-0.81	0.66	0.66	0.0	-0.14	-2.17	0.56	0.11	-3.24	0.4	0.0	1593531158.090113	8.59
-2.82	-0.11	-0.08	-0.75	-0.8	0.66	0.66	0.0	0.02	-2.06	0.43	0.14	-3.11	0.35	0.0	1593531158.1208014	10.2
-2.81	-0.11	-0.09	-0.75	-0.81	0.65	0.66	0.0	-0.06	-2.03	0.43	-0.06	-3.25	0.37	0.0	1593531158.1519048	10.7
-2.82	-0.12	-0.09	-0.75	-0.81	0.66	0.65	0.0	0.05	-2.12	0.46	-0.14	-3.36	0.44	0.0	1593531158.1816797	10.73
-2.65	-0.11	-0.09	-0.75	-0.81	0.65	0.66	0.0	0.14	-2.08	0.46	-0.08	-3.34	0.56	0.0	1593531158.2138023	9.24
-2.83	-0.12	-0.09	-0.74	-0.81	0.66	0.66	0.0	-0.21	-2.46	0.58	0.08	-3.36	0.69	0.0	1593531158.2455323	11.82
-2.71	-0.11	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.09	-2.15	0.4	0.05	-3.36	0.61	0.0	1593531158.2747343	9.51
-2.71	-0.12	-0.09	-0.74	-0.81	0.66	0.66	0.0	-0.2	-2.15	0.49	0.09	-3.31	0.46	0.0	1593531158.3056607	10.77
-2.53	-0.12	-0.09	-0.75	-0.8	0.66	0.66	0.0	0.05	-2.12	0.56	0.0	-3.24	0.52	0.0	1593531158.335982	8.92
-2.4	-0.11	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.17	-2.12	0.53	-0.09	-3.37	0.29	0.0	1593531158.3661232	9.34
-2.47	-0.12	-0.08	-0.75	-0.81	0.65	0.66	0.0	-0.17	-1.98	0.29	0.06	-3.36	0.4	0.0	1593531158.3976219	11.24
-2.8	-0.12	-0.09	-0.75	-0.81	0.65	0.65	0.0	0.03	-1.89	0.56	0.17	-3.25	0.46	0.0	1593531158.4300375	10.95
-2.75	-0.12	-0.09	-0.75	-0.81	0.66	0.66	0.0	-0.12	-1.94	0.43	0.09	-3.22	0.43	0.0	1593531158.469302	10.63
-2.56	-0.12	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.14	-2.29	0.6	0.21	-3.21	0.18	0.0	1593531158.4981487	9.37
-2.6	-0.11	-0.09	-0.75	-0.81	0.65	0.66	0.0	-0.2	-2.03	0.32	0.11	-3.15	0.5	0.0	1593531158.5311158	9.42
-2.76	-0.12	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.23	-1.88	0.61	0.08	-3.28	0.24	0.0	1593531158.5594106	13.12
-2.93	-0.12	-0.08	-0.74	-0.8	0.66	0.67	0.0	-0.15	-2.02	0.6	-0.02	-3.42	0.31	0.0	1593531158.5918195	13.15
-2.99	-0.11	-0.08	-0.75	-0.8	0.65	0.66	0.0	-0.27	-1.98	0.63	0.05	-3.25	0.38	0.0	1593531158.6229737	12.45
-2.81	-0.12	-0.09	-0.75	-0.8	0.66	0.65	0.0	0.08	-1.94	0.49	0.17	-3.07	0.17	0.0	1593531158.6619174	11.4
-3.0	-0.12	-0.08	-0.74	-0.81	0.65	0.66	0.0	-0.2	-2.24	0.52	0.09	-3.25	0.35	0.0	1593531158.694126	14.19
-3.08	-0.12	-0.08	-0.75	-0.8	0.66	0.66	0.0	-0.08	-2.27	0.69	0.09	-3.36	0.37	0.0	1593531158.7235096	12.99
-2.86	-0.12	-0.08	-0.75	-0.81	0.66	0.66	0.0	-0.09	-2.29	0.29	0.31	-3.27	0.24	0.0	1593531158.7541263	9.93
-2.85	-0.11	-0.08	-0.75	-0.8	0.66	0.66	0.0	0.21	-2.81	0.47	-0.29	-3.18	0.66	0.0	1593531158.7857428	10.78
-2.78	-0.12	-0.09	-0.75	-0.8	0.66	0.66	0.0	-0.29	-2.32	0.66	0.18	-3.28	0.23	0.0	1593531158.815725	11.85
-2.57	-0.11	-0.09	-0.74	-0.8	0.66	0.66	0.0	0.03	-3.15	0.55	0.02	-3.3	0.9	0.0	1593531158.846563	11.26
-2.74	-0.11	-0.09	-0.75	-0.81	0.66	0.66	0.0	-0.05	-1.92	0.69	0.14	-3.34	0.44	0.0	1593531158.8791957	13.86
-2.58	-0.11	-0.08	-0.75	-0.8	0.65	0.66	0.0	-0.11	-2.18	0.46	0.17	-3.31	0.38	0.0	1593531158.9110255	11.11
-2.67	-0.12	-0.09	-0.75	-0.81	0.65	0.65	0.0	-0.12	-2.0	0.49	0.02	-3.19	0.4	0.0	1593531158.9402502	13.22
