aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-0.15	-0.13	-0.13	-0.75	-0.81	0.65	0.63	0.0	-0.17	-2.09	0.34	0.43	-3.25	0.17	0.0	1593524686.244002	17.69
-0.28	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.2	-2.23	0.37	0.27	-3.19	-0.02	0.0	1593524686.275889	19.03
-0.3	-0.12	-0.13	-0.75	-0.81	0.65	0.64	0.0	-0.02	-2.08	0.41	0.24	-3.31	0.06	0.0	1593524686.3067298	18.96
-0.24	-0.13	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.09	-2.06	0.37	-0.03	-3.13	0.37	0.0	1593524686.3434315	18.99
-0.3	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.02	-2.0	0.6	-0.31	-3.11	0.7	0.0	1593524686.3741832	18.75
-0.46	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.09	-1.88	0.6	-0.17	-3.28	0.95	0.0	1593524686.4045076	19.78
-0.13	-0.12	-0.13	-0.74	-0.82	0.66	0.63	0.0	-0.03	-1.65	0.31	-0.29	-3.33	1.02	0.0	1593524686.436688	17.7
0.01	-0.12	-0.13	-0.75	-0.81	0.66	0.64	0.0	-0.02	-1.73	0.55	-0.38	-3.02	0.93	0.0	1593524686.4659712	17.5
-0.09	-0.12	-0.13	-0.75	-0.81	0.66	0.63	0.0	-0.06	-1.74	0.34	-0.23	-3.28	0.7	0.0	1593524686.5006204	19.0
-0.04	-0.12	-0.13	-0.75	-0.82	0.64	0.63	0.0	-0.2	-1.88	0.58	0.29	-3.37	0.26	0.0	1593524686.5320365	18.5
-0.08	-0.13	-0.13	-0.74	-0.82	0.65	0.63	0.0	-0.06	-2.41	0.53	0.37	-3.31	0.06	0.0	1593524686.5622585	18.83
-0.18	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.0	-2.35	0.27	0.43	-3.22	-0.02	0.0	1593524686.592553	18.81
-0.25	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.15	-2.4	0.4	0.34	-3.39	-0.17	0.0	1593524686.6246238	19.21
-0.36	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.03	-2.12	0.41	0.29	-3.04	0.08	0.0	1593524686.653995	19.32
-0.35	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.03	-2.35	0.38	0.08	-3.22	0.14	0.0	1593524686.6845794	19.02
