aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-3.35	-0.12	-0.08	-0.74	-0.81	0.66	0.65	0	-0.11	-2.27	0.41	0.23	-3.24	0.24	0	1593530905.39603	10.96
-3.37	-0.12	-0.08	-0.75	-0.81	0.66	0.66	0	-0.02	-2.15	0.43	0.18	-3.37	0.7	0	1593530905.42831	11.38
-3.43	-0.11	-0.08	-0.74	-0.81	0.66	0.66	0	0.17	-2.14	0.41	-0.12	-3.45	0.12	0	1593530905.45735	12.82
-3.32	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0	-0.15	-2.14	0.4	0.11	-3.22	0.32	0	1593530905.49317	12.84
-3.23	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0	0.02	-1.95	0.55	0.15	-3.22	0.37	0	1593530905.52606	11.54
-3.36	-0.12	-0.08	-0.75	-0.81	0.65	0.66	0	-0.09	-1.97	0.47	-0.09	-3.34	0.66	0	1593530905.55607	13.52
-3.33	-0.12	-0.08	-0.74	-0.81	0.66	0.66	0	-0.09	-2.12	0.55	-0.11	-3.15	0.5	0	1593530905.58692	12.03
-3.37	-0.12	-0.08	-0.74	-0.8	0.65	0.65	0	-0.03	-2.55	0.32	0.08	-3.22	0.52	0	1593530905.61732	12.89
-3.39	-0.12	-0.08	-0.75	-0.81	0.66	0.65	0	-0.11	-2.26	0.56	0.05	-3.34	0.27	0	1593530905.64825	12.83
-3.38	-0.13	-0.08	-0.75	-0.81	0.66	0.66	0	-0.05	-2.14	0.52	0.09	-3.33	0.26	0	1593530905.67961	12.56
-3.39	-0.12	-0.08	-0.74	-0.81	0.65	0.65	0	0.31	-2.2	0.7	0.15	-3.16	0.35	0	1593530905.71118	12.49
-3.37	-0.12	-0.08	-0.75	-0.81	0.65	0.66	0	-0.05	-1.92	0.73	0.03	-3.22	0.49	0	1593530905.74624	12.99
-3.21	-0.12	-0.09	-0.75	-0.81	0.65	0.66	0	-0.17	-2.12	0.53	0.2	-3.22	0.32	0	1593530905.77729	11.19
-3.17	-0.12	-0.08	-0.75	-0.81	0.65	0.66	0	-0.08	-2.29	0.31	0.17	-3.25	0.46	0	1593530905.8078	12.43
