aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-3.81	-0.13	-0.08	-0.74	-0.82	0.66	0.65	0.0	-0.08	-2.14	0.55	0.15	-3.3	0.21	0.0	1593509695.4244924	0.0
-3.88	-0.13	-0.08	-0.75	-0.82	0.65	0.65	0.0	-0.02	-2.15	0.69	0.14	-3.27	0.17	0.0	1593509695.4559584	0.0
-3.93	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.14	-2.08	0.23	0.12	-3.15	0.31	0.0	1593509695.4857843	0.0
-3.87	-0.12	-0.08	-0.76	-0.81	0.66	0.65	0.0	-0.03	-2.03	0.41	-0.06	-3.22	0.44	0.0	1593509695.5172565	0.0
-3.81	-0.12	-0.08	-0.75	-0.81	0.66	0.64	0.0	-0.14	-2.02	0.43	-0.08	-3.18	0.5	0.0	1593509695.5488408	0.0
-3.91	-0.13	-0.08	-0.74	-0.81	0.65	0.65	0.0	-0.02	-2.14	0.35	0.29	-3.37	0.52	0.0	1593509695.5794785	0.0
-4.03	-0.12	-0.08	-0.75	-0.82	0.65	0.65	0.0	0.05	-2.03	0.47	-0.06	-3.22	0.29	0.0	1593509695.6161537	0.0
-3.9	-0.12	-0.08	-0.74	-0.81	0.64	0.65	0.0	-0.14	-2.11	0.53	0.03	-3.22	0.5	0.0	1593509695.6464949	0.0
-3.86	-0.13	-0.09	-0.75	-0.81	0.66	0.65	0.0	0.03	-1.95	0.63	0.26	-3.27	0.34	0.0	1593509695.6772451	0.0
-3.93	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.02	-2.06	0.52	0.12	-3.37	0.46	0.0	1593509695.7082257	0.0
-3.9	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	0.0	-1.88	0.41	-0.05	-3.25	0.6	0.0	1593509695.7383516	0.0
-3.75	-0.12	-0.08	-0.75	-0.81	0.66	0.64	0.0	-0.18	-2.02	0.46	0.11	-3.11	0.4	0.0	1593509695.7694786	0.0
-3.49	-0.13	-0.08	-0.74	-0.81	0.65	0.65	0.0	-0.21	-1.88	0.49	0.17	-3.1	0.29	0.0	1593509695.7999392	0.0
-3.73	-0.12	-0.08	-0.74	-0.81	0.65	0.64	0.0	-0.2	-1.97	0.52	0.18	-3.21	0.32	0.0	1593509695.8313732	0.0
-3.65	-0.13	-0.08	-0.75	-0.81	0.65	0.64	0.0	-0.03	-2.08	0.5	0.08	-3.34	0.23	0.0	1593509695.861509	0.0
-3.78	-0.12	-0.08	-0.75	-0.82	0.65	0.65	0.0	-0.26	-2.09	0.47	0.21	-3.28	0.38	0.0	1593509695.8939352	0.0
-3.75	-0.13	-0.09	-0.74	-0.81	0.65	0.64	0.0	-0.06	-2.14	0.47	0.09	-3.31	0.18	0.0	1593509695.9224975	0.0
-3.84	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.11	-1.89	0.49	0.11	-3.3	0.15	0.0	1593509695.9535708	0.0
-3.69	-0.12	-0.08	-0.74	-0.81	0.65	0.65	0.0	0.18	-1.97	0.32	-0.03	-3.25	0.2	0.0	1593509695.9860845	0.0
-3.45	-0.12	-0.09	-0.75	-0.82	0.65	0.65	0.0	-0.02	-2.08	0.41	0.12	-3.19	0.38	0.0	1593509696.0248575	0.0
-3.29	-0.12	-0.09	-0.75	-0.81	0.66	0.65	0.0	-0.23	-2.09	0.55	0.11	-3.51	0.43	0.0	1593509696.0558317	0.0
-3.53	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.09	-2.05	0.43	0.06	-3.36	0.37	0.0	1593509696.0883472	0.0
-3.52	-0.13	-0.09	-0.75	-0.82	0.65	0.65	0.0	-0.12	-1.92	0.43	-0.06	-3.31	0.34	0.0	1593509696.1174264	0.0
-3.83	-0.13	-0.08	-0.74	-0.81	0.65	0.65	0.0	-0.15	-1.95	0.49	-0.08	-3.24	0.24	0.0	1593509696.1500773	0.0
-3.84	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.23	-2.05	0.55	-0.12	-3.15	0.34	0.0	1593509696.1800637	0.0
-3.83	-0.13	-0.09	-0.75	-0.81	0.65	0.65	0.0	0.02	-2.14	0.55	0.03	-3.15	0.31	0.0	1593509696.2145376	0.0
-3.87	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.05	-2.06	0.38	0.26	-3.11	0.32	0.0	1593509696.2457469	0.0
-3.84	-0.12	-0.08	-0.74	-0.81	0.65	0.65	0.0	0.06	-2.02	0.58	0.05	-3.4	0.17	0.0	1593509696.2762115	0.0
-3.45	-0.12	-0.09	-0.75	-0.81	0.66	0.65	0.0	-0.29	-1.92	0.61	0.03	-3.16	0.4	0.0	1593509696.307791	0.0
-3.73	-0.13	-0.08	-0.75	-0.81	0.66	0.64	0.0	0.09	-2.03	0.49	0.05	-3.39	0.38	0.0	1593509696.337342	0.0
-3.7	-0.12	-0.09	-0.75	-0.82	0.66	0.65	0.0	0.02	-2.09	0.5	-0.11	-3.11	0.41	0.0	1593509696.367816	0.0
-3.59	-0.13	-0.09	-0.75	-0.81	0.66	0.65	0.0	0.15	-2.2	0.66	0.15	-3.3	0.4	0.0	1593509696.4003615	0.0
-3.64	-0.12	-0.08	-0.74	-0.81	0.65	0.65	0.0	-0.06	-2.21	0.73	0.12	-3.19	0.18	0.0	1593509696.4303226	0.0
-3.77	-0.13	-0.09	-0.74	-0.81	0.65	0.65	0.0	0.0	-2.0	0.38	0.17	-3.48	0.31	0.0	1593509696.4616108	0.0
-3.84	-0.13	-0.08	-0.75	-0.81	0.66	0.65	0.0	-0.08	-2.14	0.49	0.2	-3.31	0.27	0.0	1593509696.490763	0.0
-3.81	-0.12	-0.08	-0.75	-0.81	0.65	0.64	0.0	0.18	-2.0	0.43	0.0	-3.39	0.35	0.0	1593509696.5214553	0.0
-3.71	-0.13	-0.09	-0.75	-0.81	0.66	0.64	0.0	-0.05	-2.17	0.73	-0.11	-3.45	0.43	0.0	1593509696.551777	0.0
-3.75	-0.13	-0.08	-0.74	-0.81	0.65	0.66	0.0	-0.08	-2.09	0.46	0.02	-3.24	0.31	0.0	1593509696.584171	0.0
-3.71	-0.13	-0.08	-0.75	-0.81	0.65	0.65	0.0	0.09	-1.97	0.49	0.15	-3.18	0.46	0.0	1593509696.6279695	0.0
-3.7	-0.13	-0.09	-0.75	-0.82	0.66	0.66	0.0	-0.08	-2.0	0.53	0.17	-3.33	0.46	0.0	1593509696.6607158	0.0
-3.72	-0.12	-0.08	-0.75	-0.81	0.65	0.65	0.0	-0.17	-1.89	0.66	0.08	-3.31	0.41	0.0	1593509696.689396	0.0
