aIMG0	aIMG1	aIMG2	aIMG3	aIMG4	aIMG5	aIMG6	aIMG7	ar0	ar1	ar2	ar3	ar4	ar5	eps	f0	f1	f2	f3	pr0	pr1	pr2	pr3	pr4	pr5	time	u0	u1	u2	u3	u4	u5	vec	x0	x1	x2	x3	x4	x5	x6	x7	x8	y0	y1	y2	y3	y4	y5	y6	y7	y8
6.7	-7.9	-8.4	8.4	4.8	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.4762113	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-7.9	-8.4	8.4	4.8	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.580139	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-7.9	-8.4	8.4	4.8	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.684498	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-7.9	-8.4	8.4	4.8	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.789131	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.6	8.6	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.893747	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.6	8.6	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670123.9979894	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.4	8.4	4.7	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.1024745	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-8.0	-8.4	8.4	4.7	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.2070549	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.7	8.7	5.1	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.3114734	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.7	8.7	5.1	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.4161835	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.7	8.7	5.1	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.520945	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.7	8.7	5.1	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.625195	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.9	-8.0	-8.3	8.3	4.5	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.7301118	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.9	-8.0	-8.3	8.3	4.5	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.8348465	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
7.0	-8.1	-8.2	8.2	4.0	1.0									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670124.9392784	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.0	-8.1	-8.2	8.2	4.0	1.0									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.0435162	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.8	-7.8	-8.2	8.2	4.4	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.1484196	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.2	8.2	4.4	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.2535944	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.2	8.2	4.4	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.3584106	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.8	-8.2	8.2	4.4	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.4643924	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.6	-8.1	-8.7	8.7	5.0	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.5946465	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.6	-8.1	-8.7	8.7	5.0	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.6987925	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.1	-8.1	-8.7	8.7	4.8	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.8030696	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.1	-8.7	8.7	4.8	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670125.9075592	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.1	-8.7	8.7	4.8	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.01214	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.1	-8.7	8.7	4.8	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.1167154	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-7.9	-8.6	8.6	4.7	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.2218106	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.8	-7.9	-8.6	8.6	4.7	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.3263352	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
7.2	-8.2	-8.9	8.9	4.5	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.4308817	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.2	-8.2	-8.9	8.9	4.5	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.53502	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.2	-8.2	-8.9	8.9	4.5	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.6395497	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.2	-8.2	-8.9	8.9	4.5	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.74414	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-7.9	-8.7	8.7	4.8	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.848904	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.7	-7.9	-8.7	8.7	4.8	0.2									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670126.9535108	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.6	-8.1	-8.2	8.2	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.0577686	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.6	-8.1	-8.2	8.2	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.1629806	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.7	-8.4	-8.4	8.4	4.2	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.2682502	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.7	-8.4	-8.4	8.4	4.2	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.394809	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.9	-8.1	-8.5	8.5	4.4	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.499362	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.5	8.5	4.4	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.6041298	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.5	8.5	4.4	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.707773	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.5	8.5	4.4	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.8120172	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.5	8.5	4.3	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670127.9164627	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.5	8.5	4.3	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.0207314	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.0	-8.7	8.7	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.1250875	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.0	-8.7	8.7	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.2295487	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.0	-8.7	8.7	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.3338857	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.0	-8.7	8.7	4.9	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.4382503	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.1	-8.0	8.0	4.2	1.1									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.5427418	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.1	-8.0	8.0	4.2	1.1									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.6471403	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-7.9	-8.1	8.1	4.4	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.751811	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-7.9	-8.1	8.1	4.4	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.8563178	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-8.0	-8.1	8.1	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670128.960731	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.6	-8.0	-8.1	8.1	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.0650024	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.6	-8.0	-8.1	8.1	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.1837018	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.6	-8.0	-8.1	8.1	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.2876997	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
6.7	-8.1	-8.1	8.1	4.1	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.4032254	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.1	-8.1	8.1	4.1	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.5074537	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.3	-8.4	8.4	4.3	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.6123672	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.9	-8.3	-8.4	8.4	4.3	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.717066	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.8	-8.0	-8.7	8.7	4.6	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.8212209	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.7	8.7	4.6	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670129.9259408	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.7	8.7	4.6	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.0308967	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.8	-8.0	-8.7	8.7	4.6	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.1370838	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.1	-8.1	8.1	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.242968	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.7	-8.1	-8.1	8.1	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.3500693	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.1	-7.9	-8.6	8.6	4.4	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.4545608	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
7.1	-7.9	-8.6	8.6	4.4	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.5587668	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
7.0	-8.3	-8.3	8.3	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.6630864	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.0	-8.3	-8.3	8.3	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.7673547	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.0	-8.3	-8.3	8.3	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.872239	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.0	-8.3	-8.3	8.3	4.1	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670130.9768572	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.8	-8.3	-8.2	8.2	4.2	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.0817885	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.8	-8.3	-8.2	8.2	4.2	0.9									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.214379	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.7	-7.9	-7.8	7.8	4.2	1.1									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.319208	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-7.9	-7.8	7.8	4.2	1.1									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.4238646	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.0	-8.3	-8.5	8.5	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.5283349	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.0	-8.3	-8.5	8.5	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.6333435	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.0	-8.3	-8.5	8.5	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.738166	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.0	-8.3	-8.5	8.5	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.8428247	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.0	-8.7	8.7	5.0	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670131.9473574	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
6.7	-8.0	-8.7	8.7	5.0	0.6									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.052136	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	455	583	564	557			nan
7.1	-8.2	-8.9	8.9	5.1	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.1566374	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.2	-8.9	8.9	5.1	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.2616434	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.2	-8.9	8.9	5.1	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.3675272	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.2	-8.9	8.9	5.1	0.3									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.4722733	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-8.1	-8.3	8.3	4.2	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.5787215	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-7.9	-8.3	8.3	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.682901	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.9	-7.9	-8.3	8.3	4.3	0.7									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.7871277	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-7.9	-8.5	8.5	4.8	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670132.8937294	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-7.9	-8.5	8.5	4.8	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.0193446	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-7.9	-8.5	8.5	4.8	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.1236348	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-7.9	-8.5	8.5	4.8	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.2282965	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.6	-7.9	-8.5	8.5	4.8	0.5									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.332441	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-8.0	-8.3	8.3	4.5	0.8									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.43843	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.1	-7.9	7.9	4.0	1.0									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.5424488	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
6.7	-8.1	-7.9	7.9	4.0	1.0									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.6469488	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	557			nan
7.1	-7.9	-8.8	8.8	4.6	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.7511954	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
7.1	-7.9	-8.8	8.8	4.6	0.4									279.3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1590670133.8559892	0.0	0.0	0.0	0.0	0.0	0.0	[nan, nan, nan, nan]	901	831	754	887	815	741			nan	489	466	456	583	564	558			nan
