aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
0.13	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.08	-1.95	0.58	-0.12	-3.04	0.72	0.0	1593521312.045268	18.85
-0.01	-0.12	-0.13	-0.74	-0.82	0.65	0.63	0.0	-0.02	-1.8	0.4	-0.38	-3.42	0.89	0.0	1593521312.0808563	19.01
-0.06	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.17	-1.97	0.41	0.02	-3.3	0.47	0.0	1593521312.1169744	19.07
0.09	-0.12	-0.14	-0.75	-0.82	0.65	0.63	0.0	-0.09	-1.85	0.32	0.24	-3.42	0.15	0.0	1593521312.1462402	18.9
0.06	-0.12	-0.13	-0.75	-0.82	0.66	0.64	0.0	-0.17	-2.37	0.43	0.23	-3.08	0.0	0.0	1593521312.1767695	18.93
0.11	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.27	-2.26	0.56	0.11	-3.28	0.02	0.0	1593521312.2074616	18.87
0.14	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.14	-1.98	0.43	0.03	-3.37	0.02	0.0	1593521312.2379172	18.83
-0.03	-0.13	-0.14	-0.75	-0.82	0.65	0.62	0.0	-0.14	-2.12	0.29	0.34	-3.11	0.21	0.0	1593521312.2694483	19.02
-0.15	-0.12	-0.13	-0.74	-0.82	0.65	0.62	0.0	-0.17	-2.06	0.53	0.12	-3.21	0.14	0.0	1593521312.305387	19.16
-0.04	-0.12	-0.13	-0.76	-0.82	0.65	0.63	0.0	-0.12	-2.35	0.56	0.34	-3.34	-0.23	0.0	1593521312.3363047	19.04
-0.27	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.03	-2.08	0.41	0.23	-3.36	-0.05	0.0	1593521312.3679447	19.3
