aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
0.02	-0.12	-0.13	-0.75	-0.81	0.65	0.64	0.0	0.09	-1.86	0.5	-0.12	-3.36	0.52	0.0	1593518224.2371523	18.13
-0.02	-0.13	-0.13	-0.75	-0.82	0.64	0.64	0.0	-0.02	-1.88	0.55	0.18	-3.44	0.21	0.0	1593518224.267128	18.18
-0.26	-0.12	-0.13	-0.75	-0.82	0.65	0.64	0.0	0.08	-2.06	0.41	0.12	-3.22	0.44	0.0	1593518224.2973247	18.45
-0.11	-0.12	-0.13	-0.75	-0.81	0.65	0.63	0.0	-0.12	-2.17	0.75	0.06	-3.21	0.12	0.0	1593518224.3295221	18.29
-0.05	-0.13	-0.13	-0.75	-0.81	0.65	0.64	0.0	0.05	-2.15	0.43	0.14	-3.11	0.31	0.0	1593518224.3585634	18.23
0.02	-0.12	-0.13	-0.75	-0.81	0.65	0.64	0.0	-0.09	-2.11	0.47	0.26	-3.42	0.38	0.0	1593518224.3892226	18.15
	-0.13	-0.13	-0.75	-0.82	0.66	0.64	0.0	0.08	-2.17	0.23	0.09	-3.24	0.18	0.0	1593518224.4202318	18.18
-0.34	-0.12	-0.12	-0.75	-0.81	0.65	0.64	0.0	-0.09	-2.18	0.35	0.15	-3.1	0.14	0.0	1593518224.4568102	18.57
-0.22	-0.12	-0.12	-0.73	-0.79	0.66	0.65	0.0	0.17	-10.84	2.34	2.96	-2.87	-0.58	0.0	1593518224.4883854	18.44
-0.29	-0.12	-0.12	-0.74	-0.81	0.66	0.65	0.0	-0.08	-19.01	0.61	6.43	-3.05	-1.4	0.0	1593518224.5178754	18.53
-0.27	-0.12	-0.14	-0.75	-0.85	0.66	0.61	0.0	-0.08	-6.56	-0.5	1.51	-2.93	0.75	0.0	1593518224.5482934	18.52
-0.37	-0.12	-0.13	-0.76	-0.83	0.66	0.62	0.0	-0.12	1.51	0.44	-2.37	-3.48	1.8	0.0	1593518224.5797157	18.64
-0.22	-0.12	-0.12	-0.75	-0.8	0.65	0.64	0.0	0.12	-2.32	0.75	0.15	-3.08	0.02	0.0	1593518224.6123493	18.49
-0.12	-0.12	-0.13	-0.74	-0.83	0.65	0.63	0.0	-0.14	-2.21	0.52	0.99	-3.27	0.12	0.0	1593518224.6462655	18.38
-0.17	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.11	-2.27	0.08	0.31	-3.36	0.08	0.0	1593518224.6769733	18.44
-0.31	-0.13	-0.13	-0.75	-0.83	0.66	0.63	0.0	0.0	-2.82	0.67	0.49	-3.31	-0.17	0.0	1593518224.7098885	18.61
-0.4	-0.12	-0.13	-0.75	-0.83	0.66	0.62	0.0	-0.15	-1.65	0.58	-0.4	-3.15	0.35	0.0	1593518224.7383404	18.72
-0.33	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.15	-1.47	0.6	-0.55	-3.3	0.41	0.0	1593518224.7701428	18.66
-0.27	-0.12	-0.13	-0.74	-0.82	0.64	0.63	0.0	0.12	-1.68	0.32	-0.37	-3.1	0.67	0.0	1593518224.7992637	18.6
-0.15	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.08	-2.85	0.56	0.32	-3.16	0.34	0.0	1593518224.8318279	18.48
-0.21	-0.12	-0.13	-0.74	-0.82	0.66	0.62	0.0	0.05	-3.27	0.55	0.58	-3.27	-0.05	0.0	1593518224.8676455	18.56
-0.13	-0.12	-0.13	-0.75	-0.83	0.65	0.62	0.0	0.11	-2.09	0.47	-0.05	-3.31	0.46	0.0	1593518224.8976777	18.47
-0.27	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.08	-0.61	0.4	-0.4	-3.24	0.81	0.0	1593518224.93044	18.64
-0.18	-0.12	-0.13	-0.75	-0.82	0.66	0.64	0.0	-0.08	-0.82	0.35	-0.26	-3.25	0.78	0.0	1593518224.958476	18.55
-0.16	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.08	-2.23	0.31	0.46	-3.13	0.31	0.0	1593518224.9904268	18.53
-0.03	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.08	-2.53	0.55	0.49	-3.22	-0.12	0.0	1593518225.020155	18.39
	-0.12	-0.13	-0.74	-0.82	0.65	0.62	0.0	-0.18	-2.46	0.47	0.35	-3.25	0.06	0.0	1593518225.0571733	18.36
0.07	-0.12	-0.14	-0.75	-0.83	0.65	0.62	0.0	-0.18	-2.02	0.52	0.02	-3.22	0.4	0.0	1593518225.0881188	18.28
-0.25	-0.13	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.0	-1.89	0.43	-0.27	-3.24	0.35	0.0	1593518225.1182551	18.64
-0.19	-0.13	-0.13	-0.74	-0.82	0.65	0.63	0.0	0.06	-2.02	0.55	-0.08	-3.3	0.26	0.0	1593518225.1490812	18.58
-0.36	-0.12	-0.13	-0.75	-0.83	0.66	0.62	0.0	-0.08	-2.27	0.58	0.26	-3.04	0.31	0.0	1593518225.1813743	18.79
-0.33	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.03	-1.97	0.35	0.35	-3.1	0.26	0.0	1593518225.2104552	18.76
-0.25	-0.13	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.0	-1.4	0.32	0.02	-3.22	0.49	0.0	1593518225.2480645	18.69
-0.53	-0.13	-0.13	-0.74	-0.82	0.66	0.62	0.0	-0.06	-1.79	0.46	0.06	-3.33	0.31	0.0	1593518225.2791095	19.02
